id,name,brand,price,category,description,sku,stock_quantity,size,concentration,image_url,rating,reviews_count,in_stock,created_at,updated_at,is_featured,fragrance_profile,fragrance_notes
470,Amor Amor Woman – Eau de Parfum floral afrutado femenino,Zachary Perfumes,1199.00,women,"Fragancia vibrante y seductora, que captura la esencia del amor joven con notas florales y afrutadas. Inspirada en AMOR AMOR WOMAN de Cacharel.",ZP7W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:24.711378,2025-07-25 01:34:24.711378,false,"[""Grosellas negras"",""naranja"",""mandarina"",""pomelo""]","{""top"":[],""base"":[],""middle"":[]}"
471,Be Delicious Woman – Eau de Parfum floral frutal femenino,Zachary Perfumes,809.00,women,"Fragancia vibrante y fresca, que combina la frescura de las frutas y la elegancia de las flores. Inspirada en BE DELICIOUS WOMAN de DKNY.",ZP13W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:24.852087,2025-07-25 01:34:24.852087,false,"[""Pepino"",""pomelo"",""magnolia"",""manzana verde""]","{""top"":[],""base"":[],""middle"":[]}"
472,Be Delicious Woman – Eau de Parfum floral frutal femenino,Zachary Perfumes,1079.00,women,"Fragancia vibrante y fresca, que combina la frescura de las frutas y la elegancia de las flores. Inspirada en BE DELICIOUS WOMAN de DKNY.",ZP13W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:24.989413,2025-07-25 02:53:04.560691,false,"[""Pepino"",""pomelo"",""magnolia"",""manzana verde""]","{""top"":[],""base"":[],""middle"":[]}"
473,Be Delicious Woman – Eau de Parfum floral frutal femenino,Zachary Perfumes,1349.00,women,"Fragancia vibrante y fresca, que combina la frescura de las frutas y la elegancia de las flores. Inspirada en BE DELICIOUS WOMAN de DKNY.",ZP13W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:25.119725,2025-07-25 02:53:05.798775,false,"[""Pepino"",""pomelo"",""magnolia"",""manzana verde""]","{""top"":[],""base"":[],""middle"":[]}"
474,CH Woman – Eau de Parfum floral oriental femenino,Zachary Perfumes,869.00,women,"Fragancia sofisticada y femenina, que busca un equilibrio entre elegancia y audacia. Inspirada en CH WOMAN de Carolina Herrera.",ZP16W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:25.299021,2025-07-25 01:34:25.299021,false,"[""Pomelo"",""bergamota"",""limón"",""rosa""]","{""top"":[],""base"":[],""middle"":[]}"
475,CH Woman – Eau de Parfum floral oriental femenino,Zachary Perfumes,1159.00,women,"Fragancia sofisticada y femenina, que busca un equilibrio entre elegancia y audacia. Inspirada en CH WOMAN de Carolina Herrera.",ZP16W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:25.507201,2025-07-25 01:34:25.507201,false,"[""Pomelo"",""bergamota"",""limón"",""rosa""]","{""top"":[],""base"":[],""middle"":[]}"
476,CH Woman – Eau de Parfum floral oriental femenino,Zachary Perfumes,1449.00,women,"Fragancia sofisticada y femenina, que busca un equilibrio entre elegancia y audacia. Inspirada en CH WOMAN de Carolina Herrera.",ZP16W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:25.950452,2025-07-25 01:34:25.950452,false,"[""Pomelo"",""bergamota"",""limón"",""rosa""]","{""top"":[],""base"":[],""middle"":[]}"
477,Can Can – Eau de Parfum floral frutal femenino,Zachary Perfumes,659.00,women,"Fragancia seductora y vibrante, con un aroma que refleja espíritu audaz y sofisticado. Inspirada en CAN CAN de Paris Hilton.",ZP18W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:26.134645,2025-07-25 01:34:26.134645,false,"[""Nectarina"",""grosellas negras"",""clementina"",""orquídea silvestre""]","{""top"":[],""base"":[],""middle"":[]}"
478,Can Can – Eau de Parfum floral frutal femenino,Zachary Perfumes,879.00,women,"Fragancia seductora y vibrante, con un aroma que refleja espíritu audaz y sofisticado. Inspirada en CAN CAN de Paris Hilton.",ZP18W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:26.247632,2025-07-25 01:34:26.247632,false,"[""Nectarina"",""grosellas negras"",""clementina"",""orquídea silvestre""]","{""top"":[],""base"":[],""middle"":[]}"
479,Can Can – Eau de Parfum floral frutal femenino,Zachary Perfumes,1099.00,women,"Fragancia seductora y vibrante, con un aroma que refleja espíritu audaz y sofisticado. Inspirada en CAN CAN de Paris Hilton.",ZP18W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:26.383105,2025-07-25 01:34:26.383105,false,"[""Nectarina"",""grosellas negras"",""clementina"",""orquídea silvestre""]","{""top"":[],""base"":[],""middle"":[]}"
480,Carolina Herrera Woman – Eau de Parfum floral amaderado femenino,Zachary Perfumes,929.00,women,"Fragancia sofisticada y elegante, con un aroma floral y amaderado. Inspirada en CAROLINA HERRERA WOMAN.",ZP20W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:26.555652,2025-07-25 01:34:26.555652,false,"[""Damazco"",""flor de azahar del naranjo"",""notas verdes"",""palo de rosa de Brasil""]","{""top"":[],""base"":[],""middle"":[]}"
481,Carolina Herrera Woman – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1239.00,women,"Fragancia sofisticada y elegante, con un aroma floral y amaderado. Inspirada en CAROLINA HERRERA WOMAN.",ZP20W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:26.743289,2025-07-25 01:34:26.743289,false,"[""Damazco"",""flor de azahar del naranjo"",""notas verdes"",""palo de rosa de Brasil""]","{""top"":[],""base"":[],""middle"":[]}"
482,Carolina Herrera Woman – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1549.00,women,"Fragancia sofisticada y elegante, con un aroma floral y amaderado. Inspirada en CAROLINA HERRERA WOMAN.",ZP20W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:26.864529,2025-07-25 01:34:26.864529,false,"[""Damazco"",""flor de azahar del naranjo"",""notas verdes"",""palo de rosa de Brasil""]","{""top"":[],""base"":[],""middle"":[]}"
483,Chanel Nº5 – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1139.00,women,"Fragancia atemporal y sofisticada, que aprecia la elegancia clásica con un toque moderno. Inspirada en CHANEL Nº5.",ZP26W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:27.063072,2025-07-25 02:53:01.186683,false,"[""Aldehídos"",""amaderado"",""ylang ylang"",""nerolí""]","{""top"":[],""base"":[],""middle"":[]}"
484,Chanel Nº5 – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1519.00,women,"Fragancia atemporal y sofisticada, que aprecia la elegancia clásica con un toque moderno. Inspirada en CHANEL Nº5.",ZP26W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:27.237007,2025-07-25 01:34:27.237007,false,"[""Aldehídos"",""amaderado"",""ylang ylang"",""nerolí""]","{""top"":[],""base"":[],""middle"":[]}"
485,Chanel Nº5 – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1899.00,women,"Fragancia atemporal y sofisticada, que aprecia la elegancia clásica con un toque moderno. Inspirada en CHANEL Nº5.",ZP26W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:27.893952,2025-07-25 01:34:27.893952,false,"[""Aldehídos"",""amaderado"",""ylang ylang"",""nerolí""]","{""top"":[],""base"":[],""middle"":[]}"
486,DKNY Woman – Eau de Parfum floral cítrico femenino,Zachary Perfumes,809.00,women,"Fragancia vibrante y moderna, con un aroma fresco y sofisticado que captura la esencia de la ciudad. Inspirada en DKNY WOMAN.",ZP30W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:28.061586,2025-07-25 01:34:28.061586,false,"[""Hojas de tomatera"",""naranja"",""mandarina"",""damasco""]","{""top"":[],""base"":[],""middle"":[]}"
487,DKNY Woman – Eau de Parfum floral cítrico femenino,Zachary Perfumes,1079.00,women,"Fragancia vibrante y moderna, con un aroma fresco y sofisticado que captura la esencia de la ciudad. Inspirada en DKNY WOMAN.",ZP30W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:28.207163,2025-07-25 01:34:28.207163,false,"[""Hojas de tomatera"",""naranja"",""mandarina"",""damasco""]","{""top"":[],""base"":[],""middle"":[]}"
488,DKNY Woman – Eau de Parfum floral cítrico femenino,Zachary Perfumes,1349.00,women,"Fragancia vibrante y moderna, con un aroma fresco y sofisticado que captura la esencia de la ciudad. Inspirada en DKNY WOMAN.",ZP30W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:28.349006,2025-07-25 01:34:28.349006,false,"[""Hojas de tomatera"",""naranja"",""mandarina"",""damasco""]","{""top"":[],""base"":[],""middle"":[]}"
489,Duende – Eau de Parfum floral amaderado femenino,Zachary Perfumes,839.00,women,"Fragancia etérea y cautivadora, que evoca misterio y elegancia. Inspirada en DUENDE.",ZP32W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:28.470653,2025-07-25 01:34:28.470653,false,"[""Flor del tilo"",""melón"",""bergamota"",""mandarina""]","{""top"":[],""base"":[],""middle"":[]}"
490,Duende – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1119.00,women,"Fragancia etérea y cautivadora, que evoca misterio y elegancia. Inspirada en DUENDE.",ZP32W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:28.637437,2025-07-25 01:34:28.637437,false,"[""Flor del tilo"",""melón"",""bergamota"",""mandarina""]","{""top"":[],""base"":[],""middle"":[]}"
491,Duende – Eau de Parfum floral amaderado femenino,Zachary Perfumes,1399.00,women,"Fragancia etérea y cautivadora, que evoca misterio y elegancia. Inspirada en DUENDE.",ZP32W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:28.862106,2025-07-25 01:34:28.862106,false,"[""Flor del tilo"",""melón"",""bergamota"",""mandarina""]","{""top"":[],""base"":[],""middle"":[]}"
492,Eden – Eau de Parfum floral frutal femenino,Zachary Perfumes,869.00,women,"Fragancia sofisticada y envolvente, que evoca la esencia de un jardín paradisíaco. Inspirada en EDEN de Cacharel.",ZP33W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:29.153068,2025-07-25 02:52:58.285548,false,"[""Durazno"",""bergamota"",""mandarina"",""limón""]","{""top"":[],""base"":[],""middle"":[]}"
493,Eden – Eau de Parfum floral frutal femenino,Zachary Perfumes,1159.00,women,"Fragancia sofisticada y envolvente, que evoca la esencia de un jardín paradisíaco. Inspirada en EDEN de Cacharel.",ZP33W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:29.355817,2025-07-25 01:34:29.355817,false,"[""Durazno"",""bergamota"",""mandarina"",""limón""]","{""top"":[],""base"":[],""middle"":[]}"
494,Eden – Eau de Parfum floral frutal femenino,Zachary Perfumes,1449.00,women,"Fragancia sofisticada y envolvente, que evoca la esencia de un jardín paradisíaco. Inspirada en EDEN de Cacharel.",ZP33W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:29.556692,2025-07-25 01:34:29.556692,false,"[""Durazno"",""bergamota"",""mandarina"",""limón""]","{""top"":[],""base"":[],""middle"":[]}"
495,Fantasy Midnight – Eau de Parfum floral frutal femenino,Zachary Perfumes,779.00,women,"Fragancia seductora y envolvente, con toque de misterio y sofisticación. Inspirada en FANTASY MIDNIGHT de Britney Spears.",ZP38W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:29.776703,2025-07-25 01:34:29.776703,false,"[""Ciruela"",""guinda"",""frambuesa"",""orquídea""]","{""top"":[],""base"":[],""middle"":[]}"
496,Fantasy Midnight – Eau de Parfum floral frutal femenino,Zachary Perfumes,1039.00,women,"Fragancia seductora y envolvente, con toque de misterio y sofisticación. Inspirada en FANTASY MIDNIGHT de Britney Spears.",ZP38W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:29.966446,2025-07-25 02:52:55.301998,false,"[""Ciruela"",""guinda"",""frambuesa"",""orquídea""]","{""top"":[],""base"":[],""middle"":[]}"
497,Fantasy Midnight – Eau de Parfum floral frutal femenino,Zachary Perfumes,1299.00,women,"Fragancia seductora y envolvente, con toque de misterio y sofisticación. Inspirada en FANTASY MIDNIGHT de Britney Spears.",ZP38W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:30.160761,2025-07-25 01:34:30.160761,false,"[""Ciruela"",""guinda"",""frambuesa"",""orquídea""]","{""top"":[],""base"":[],""middle"":[]}"
498,Fantasy – Eau de Parfum floral frutal gourmand femenino,Zachary Perfumes,749.00,women,"Fragancia divertida y seductora, que combina dulzura, frutas jugosas y un toque floral. Inspirada en FANTASY de Britney Spears.",ZP39W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:30.311429,2025-07-25 01:34:30.311429,false,"[""Kiwi"",""lichi rojo"",""membrillo"",""chocolate blanco""]","{""top"":[],""base"":[],""middle"":[]}"
499,Fantasy – Eau de Parfum floral frutal gourmand femenino,Zachary Perfumes,999.00,women,"Fragancia divertida y seductora, que combina dulzura, frutas jugosas y un toque floral. Inspirada en FANTASY de Britney Spears.",ZP39W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:30.451348,2025-07-25 01:34:30.451348,false,"[""Kiwi"",""lichi rojo"",""membrillo"",""chocolate blanco""]","{""top"":[],""base"":[],""middle"":[]}"
500,Fantasy – Eau de Parfum floral frutal gourmand femenino,Zachary Perfumes,1249.00,women,"Fragancia divertida y seductora, que combina dulzura, frutas jugosas y un toque floral. Inspirada en FANTASY de Britney Spears.",ZP39W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:30.641141,2025-07-25 01:34:30.641141,false,"[""Kiwi"",""lichi rojo"",""membrillo"",""chocolate blanco""]","{""top"":[],""base"":[],""middle"":[]}"
501,Gucci Rush – Eau de Parfum chipre floral femenino,Zachary Perfumes,989.00,women,"Fragancia audaz y seductora, que irradia pasión y dinamismo. Inspirada en GUCCI RUSH.",ZP42W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:30.835373,2025-07-25 01:34:30.835373,false,"[""Durazno"",""gardenia de California"",""pétalos de fresia africana"",""cilantro""]","{""top"":[],""base"":[],""middle"":[]}"
502,Gucci Rush – Eau de Parfum chipre floral femenino,Zachary Perfumes,1319.00,women,"Fragancia audaz y seductora, que irradia pasión y dinamismo. Inspirada en GUCCI RUSH.",ZP42W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:30.949214,2025-07-25 02:52:36.034705,false,"[""Durazno"",""gardenia de California"",""pétalos de fresia africana"",""cilantro""]","{""top"":[],""base"":[],""middle"":[]}"
503,Gucci Rush – Eau de Parfum chipre floral femenino,Zachary Perfumes,1649.00,women,"Fragancia audaz y seductora, que irradia pasión y dinamismo. Inspirada en GUCCI RUSH.",ZP42W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:31.085688,2025-07-25 01:34:31.085688,false,"[""Durazno"",""gardenia de California"",""pétalos de fresia africana"",""cilantro""]","{""top"":[],""base"":[],""middle"":[]}"
504,Halloween Woman – Eau de Parfum floral oriental femenino,Zachary Perfumes,839.00,women,"Fragancia con un aroma distintivo y cautivador, inspirada en la magia de Halloween. Inspirada en HALLOWEEN WOMAN de Jesús del Pozo.",ZP43W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:31.214989,2025-07-25 02:52:35.114107,false,"[""Violeta"",""notas marinas"",""hoja de plátano"",""petit grain""]","{""top"":[],""base"":[],""middle"":[]}"
505,Halloween Woman – Eau de Parfum floral oriental femenino,Zachary Perfumes,1119.00,women,"Fragancia con un aroma distintivo y cautivador, inspirada en la magia de Halloween. Inspirada en HALLOWEEN WOMAN de Jesús del Pozo.",ZP43W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:31.476412,2025-07-25 01:34:31.476412,false,"[""Violeta"",""notas marinas"",""hoja de plátano"",""petit grain""]","{""top"":[],""base"":[],""middle"":[]}"
506,Halloween Woman – Eau de Parfum floral oriental femenino,Zachary Perfumes,1399.00,women,"Fragancia con un aroma distintivo y cautivador, inspirada en la magia de Halloween. Inspirada en HALLOWEEN WOMAN de Jesús del Pozo.",ZP43W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:31.589415,2025-07-25 02:52:32.879213,false,"[""Violeta"",""notas marinas"",""hoja de plátano"",""petit grain""]","{""top"":[],""base"":[],""middle"":[]}"
507,Hugo Woman – Eau de Parfum floral frutal femenino,Zachary Perfumes,869.00,women,"Fragancia sofisticada y moderna, que combina frescura y calidez. Inspirada en HUGO WOMAN de Hugo Boss.",ZP46W-30ML,50,30ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:31.79475,2025-07-25 01:34:31.79475,false,"[""Manzana granny smith"",""melón"",""durazno"",""violeta persa""]","{""top"":[],""base"":[],""middle"":[]}"
508,Hugo Woman – Eau de Parfum floral frutal femenino,Zachary Perfumes,1159.00,women,"Fragancia sofisticada y moderna, que combina frescura y calidez. Inspirada en HUGO WOMAN de Hugo Boss.",ZP46W-50ML,30,50ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:31.921146,2025-07-25 01:34:31.921146,false,"[""Manzana granny smith"",""melón"",""durazno"",""violeta persa""]","{""top"":[],""base"":[],""middle"":[]}"
509,Hugo Woman – Eau de Parfum floral frutal femenino,Zachary Perfumes,1449.00,women,"Fragancia sofisticada y moderna, que combina frescura y calidez. Inspirada en HUGO WOMAN de Hugo Boss.",ZP46W-100ML,20,100ml,Eau de Parfum,/images/sillapM.jpg,0.00,0,true,2025-07-25 01:34:32.071491,2025-07-25 01:34:32.071491,false,"[""Manzana granny smith"",""melón"",""durazno"",""violeta persa""]","{""top"":[],""base"":[],""middle"":[]}"
